City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
280,anloga,5.7947,0.8973,24.89,88,6,5.76,GH,1691180829
281,yarmouth,41.7057,-70.2286,26.26,67,20,6.17,US,1691180822
282,sechura,-5.5569,-80.8222,27.1,58,3,7.54,PE,1691180829
283,rawson,-43.3002,-65.1023,12.89,37,0,5.07,AR,1691180829
284,sawakin,19.1059,37.3321,33.84,45,9,0.96,SD,1691180829
285,peterhead,57.5058,-1.7981,13.03,76,39,3.54,GB,1691180830
286,altai,46.3722,96.2583,14.22,63,64,1.12,MN,1691180830
287,saipan,15.1355,145.701,27.39,100,0,1.54,MP,1691180830
288,ciudad bolivar,8.1222,-63.5497,32.26,54,95,0.71,VE,1691180830
289,tripoli,32.8752,13.1875,32.49,46,0,7.15,LY,1691180831
290,pacocha,-17.5833,-71.3333,19.08,68,75,3.6,PE,1691180831
291,marquette,46.5333,-87.6335,23.76,71,51,2.24,US,1691180831
292,tidjikja,18.5564,-11.4271,37.14,13,33,4.7,MR,1691180832
293,carnarvon,-24.8667,113.6333,16.57,65,0,6.75,AU,1691180751
294,comodoro rivadavia,-45.8667,-67.5,14.92,29,20,7.2,AR,1691180813
295,sharlyk,52.9167,54.75,18.48,81,19,1.16,RU,1691180833
296,port douglas,-16.4833,145.4667,20.68,77,92,7.6,AU,1691180746
297,usinsk,65.9939,57.5281,19.75,77,11,1.79,RU,1691180833
298,ierapetra,35.01,25.7353,27.86,71,0,1.34,GR,1691180833
299,acarau,-2.8856,-40.12,27.44,67,31,7.8,BR,1691180758
300,tucuma,-0.1833,-50.05,27.38,81,55,3.59,BR,1691180615
301,touros,-5.1989,-35.4608,25.62,66,55,7.87,BR,1691180760
302,bismarck,46.8083,-100.7837,22.91,87,40,6.69,US,1691180834
303,galliano,29.4422,-90.2992,38.89,52,40,2.06,US,1691180731
304,tangalle,6.024,80.7911,25.23,92,86,4.67,LK,1691180834
305,olyokminsk,60.3736,120.4264,14.13,73,100,2.18,RU,1691180835
306,barclayville,4.6797,-8.2339,24.94,85,99,3.66,LR,1691180835
307,mahina,-17.5065,-149.489,27.87,65,75,2.06,PF,1691180835
308,yumbel,-37.0833,-72.5667,14.13,49,100,3.35,CL,1691180835
309,cururupu,-1.8283,-44.8683,27.99,70,28,2.79,BR,1691180796
310,tromso,69.6496,18.957,13.54,82,75,2.57,NO,1691180836
311,puerto colombia,10.9878,-74.9547,31.05,74,6,9.09,CO,1691180836
312,sault ste. marie,46.5168,-84.3333,24.31,62,100,6.69,CA,1691180581
313,lysekil,58.2743,11.4358,17.24,78,2,1.26,SE,1691180837
314,beyneu,45.3167,55.2,31.93,25,92,4.61,KZ,1691180837
315,luderitz,-26.6481,15.1594,12.7,76,1,2.87,NA,1691180837
316,kailua-kona,19.6406,-155.9956,29.04,71,20,6.69,US,1691180754
317,santa cruz,-17.8,-63.1667,33.03,31,0,6.69,BO,1691180688
318,barcelos,41.5388,-8.6151,25.51,58,10,3.78,PT,1691180634
319,susuman,62.7833,148.1667,10.02,57,5,1.19,RU,1691180735
320,santa luzia,-19.7697,-43.8514,28.19,28,0,3.09,BR,1691180838
321,enriquillo,17.9,-71.2333,34.82,64,0,5.09,DO,1691180839
322,el granada,37.5027,-122.4694,31.71,71,20,7.2,US,1691180839
323,smithers,54.7804,-127.1743,25.18,38,0,1.54,CA,1691180712
324,tocopilla,-22.092,-70.1979,20.13,69,16,3.7,CL,1691180514
325,san pedro,14.35,121.0167,27.42,93,20,2.24,PH,1691180839
326,gizo,-8.103,156.8419,26.42,83,94,10.23,SB,1691180840
327,fortaleza,-3.7227,-38.5247,28.07,69,0,6.17,BR,1691180658
328,skovorodino,53.9833,123.9167,10.35,75,0,1.16,RU,1691180840
329,almeirim,-1.5233,-52.5817,34.96,35,15,2.39,BR,1691180558
330,klyuchi,52.2667,79.1667,19.53,75,100,2.4,RU,1691180749
331,ceres,37.5949,-120.9577,33.78,42,0,4.12,US,1691180840
332,sacramento,38.4666,-121.3177,33.44,43,0,2.24,US,1691180556
333,dalbandin,28.8947,64.4101,33.23,8,2,2.21,PK,1691180841
334,minas de marcona,-15.2119,-75.1103,18.28,54,9,3.45,PE,1691180841
335,iquique,-20.2208,-70.1431,19.02,71,18,2.68,CL,1691180638
336,chegdomyn,51.1167,133.0167,10.68,77,95,0.89,RU,1691180842
337,baruun-urt,46.6806,113.2792,9.62,95,2,2.81,MN,1691180842
338,melfort,52.8667,-104.6177,25.07,36,0,5.14,CA,1691180842
339,port alfred,-33.5906,26.891,20.57,48,100,2.99,ZA,1691180842
340,tabou,4.423,-7.3528,24.99,83,100,4.37,CI,1691180843
341,arroyo de la luz,39.4851,-6.584,25.38,16,6,1.95,ES,1691180843
342,tamanrasset,22.785,5.5228,33.95,10,3,2.06,DZ,1691180843
343,port isabel,26.0734,-97.2086,38.05,49,0,9.26,US,1691180843
344,barah,13.7,30.3667,27.47,61,44,4.1,SD,1691180844
345,malanje,-9.5402,16.341,22.55,24,2,1.82,AO,1691180844
346,le port,-20.9373,55.2919,21.98,95,71,2.67,RE,1691180739
347,ulladulla,-35.35,150.4667,16.12,62,100,3.59,AU,1691180844
348,hobyo,5.3505,48.5268,25.42,82,100,14.02,SO,1691180844
349,lionel town,17.8101,-77.2406,31.94,60,5,4.93,JM,1691180845
350,kaa-khem,51.6833,94.7333,16.01,87,51,0.39,RU,1691180845
351,grand falls-windsor,48.9332,-55.6649,25.84,42,10,2.27,CA,1691180845
352,bubaque,11.2833,-15.8333,27.26,78,99,0.38,GW,1691180846
353,okhotsk,59.3833,143.3,16.42,58,100,1.25,RU,1691180846
354,spring creek,40.7266,-115.5859,27.12,24,0,2.08,US,1691180846
355,flagstaff,35.1981,-111.6513,30.89,20,0,6.17,US,1691180651
356,mejit,10.2753,170.8646,28.24,71,44,6.93,MH,1691180847
357,heihe,50.2441,127.4902,12.32,79,100,1.77,CN,1691180847
358,jabor,5.921,169.6434,28.68,75,60,6.55,MH,1691180847
359,bulungu,-4.55,18.6,25.98,27,2,0.87,CD,1691180848
360,caleta olivia,-46.4393,-67.5281,11.16,45,0,5.9,AR,1691180848
361,calamba,14.2117,121.1653,27.17,87,100,3.75,PH,1691180848
362,san patricio,28.017,-97.5169,39.4,40,5,8.69,US,1691180762
363,alofi,-19.0595,-169.9187,21.94,100,100,6.17,NU,1691180848
364,obihiro,42.9172,143.2044,19.8,98,100,1.45,JP,1691180849
365,taber,49.8167,-112.1518,26.91,37,36,3.6,CA,1691180849
366,ipilan,8.8431,117.9033,26.49,86,14,1.59,PH,1691180849
367,pocone,-16.2567,-56.6228,36.9,14,0,0.97,BR,1691180721
368,ouani,-12.1322,44.4258,25.24,74,25,1.98,KM,1691180850
369,la passe,45.5549,-0.8967,18.13,73,46,5.85,FR,1691180850
370,kitimat,54.0524,-128.6534,28.71,48,88,2.24,CA,1691180717
371,ta'if,21.2703,40.4158,26.56,23,31,7.5,SA,1691180850
372,katsuren-haebaru,26.3369,127.8719,27.01,100,100,19.67,JP,1691180850
373,empangeni,-28.762,31.8933,17.71,70,49,4.93,ZA,1691180851
374,ola,59.5833,151.2833,16.75,62,100,2.92,RU,1691180757
375,bagnes,46.0833,7.2167,15.12,82,40,3.6,CH,1691180851
376,chokwe,-24.5333,32.9833,18.6,70,77,2.9,MZ,1691180851
377,twon-brass,4.3151,6.2418,25.74,82,73,5.92,NG,1691180851
378,mezhdurechenskiy,59.6,65.9333,17.54,97,16,1.46,RU,1691180852
379,naracoorte,-36.9579,140.7383,8.95,75,100,2.63,AU,1691180852
380,bonthe,7.5264,-12.505,25.28,89,100,2.81,SL,1691180852
381,queenstown,-31.8976,26.8753,11.98,44,96,2.47,ZA,1691180853
382,badger,64.8,-147.5333,23.41,60,75,0.0,US,1691180853
383,necochea,-38.5473,-58.7368,9.9,67,0,6.04,AR,1691180853
384,constantia,44.1833,28.65,23.38,82,0,4.82,RO,1691180853
385,kone,-21.0595,164.8658,17.44,82,84,2.78,NC,1691180853
386,colesberg,-30.72,25.0972,11.09,46,90,2.4,ZA,1691180854
387,meadow lake,34.8014,-106.5436,37.1,17,1,5.2,US,1691180854
388,akureyri,65.6835,-18.0878,12.96,62,20,4.63,IS,1691180854
389,dundaga,57.5167,22.35,15.68,85,2,4.55,LV,1691180855
390,chernyshevskiy,63.0128,112.4714,13.44,87,100,2.25,RU,1691180855
391,remire-montjoly,4.9167,-52.2667,30.02,66,40,4.63,GF,1691180855
392,at-bashi,41.1702,75.8106,16.44,55,82,0.59,KG,1691180855
393,port-gentil,-0.7193,8.7815,22.98,88,100,2.57,GA,1691180855
394,puerto baquerizo moreno,-0.9,-89.6,27.55,78,75,7.72,EC,1691180550
395,nanzhang chengguanzhen,31.7839,111.8275,28.23,83,0,1.4,CN,1691180856
396,urucurituba,-2.6833,-57.6667,35.8,30,98,1.15,BR,1691180856
397,lazaro cardenas,17.9583,-102.2,25.28,91,100,3.91,MX,1691180856
398,omagh,54.6,-7.3,11.53,95,100,1.22,GB,1691180856
399,sao felix do xingu,-6.6447,-51.995,36.96,21,12,0.22,BR,1691180857
400,al mijlad,11.0333,27.7333,27.58,67,100,5.77,SD,1691180754
401,ayr,55.4627,-4.6339,14.17,77,40,3.09,GB,1691180857
402,molochnoye,59.2917,39.6787,16.89,96,2,2.89,RU,1691180857
403,parkes,-33.1333,148.1833,12.42,64,100,2.76,AU,1691180858
404,itoman,26.1247,127.6694,27.01,94,100,20.06,JP,1691180858
405,thinadhoo,0.5333,72.9333,27.32,75,91,2.06,MV,1691180858
406,howard springs,-12.497,131.047,24.95,53,97,2.14,AU,1691180728
407,flying fish cove,-10.4217,105.6791,24.82,88,100,7.72,CX,1691180858
408,kostanay,53.1667,63.5833,18.16,88,0,3.0,KZ,1691180859
409,lata,40.1629,-8.3327,19.49,62,12,1.27,PT,1691180859
410,luanda,-8.8368,13.2343,22.0,83,75,4.63,AO,1691180859
411,odda,60.0691,6.5457,15.43,93,54,1.31,NO,1691180859
412,mar del plata,-38.0023,-57.5575,13.38,68,0,5.14,AR,1691180859
413,mezhdurechensk,53.6942,88.0603,16.79,97,97,0.96,RU,1691180860
414,joshimath,30.5667,79.5667,22.45,95,96,0.27,IN,1691180860
415,bayanhongor,46.7167,100.1167,9.71,80,3,0.95,MN,1691180860
416,myitkyina,25.3833,97.4,24.34,100,100,0.61,MM,1691180860
417,turkmenbasy,40.0222,52.9552,24.43,83,75,2.06,TM,1691180861
418,pa daet,19.5049,99.9924,22.84,98,100,2.31,TH,1691180861
419,kerrville,30.0474,-99.1403,39.74,34,0,4.63,US,1691180861
420,maintirano,-18.0667,44.0167,24.49,67,95,1.77,MG,1691180861
421,astrakhan,46.3497,48.0408,25.93,57,0,3.0,RU,1691180827
422,westport,41.1415,-73.3579,25.34,77,100,6.69,US,1691180677
423,magong,23.5654,119.5863,28.89,86,100,10.84,TW,1691180862
424,doba,8.65,16.85,22.59,95,100,1.92,TD,1691180862
425,lautoka,-17.6167,177.4667,19.92,88,100,3.09,FJ,1691180862
426,saint-joseph,-21.3667,55.6167,20.82,84,79,8.66,RE,1691180862
427,richfield,44.8833,-93.283,33.47,46,75,4.12,US,1691180863
428,selibaby,15.159,-12.1829,36.97,34,11,2.97,MR,1691180863
429,colonia,50.9333,6.95,18.25,79,28,1.8,DE,1691180546
430,mil'kovo,55.6078,37.7956,22.08,65,66,2.64,RU,1691180864
431,san dona di piave,45.6317,12.5694,20.7,91,100,4.84,IT,1691180864
432,saint-amable,45.6527,-73.2956,27.71,63,75,4.63,CA,1691180864
433,gadzhiyevo,69.2551,33.3362,17.8,84,100,3.59,RU,1691180864
434,kingston,17.997,-76.7936,31.53,76,75,5.66,JM,1691180292
435,parsabad,39.6482,47.9174,30.29,34,100,5.2,IR,1691180865
436,makushino,55.2103,67.2442,18.72,77,17,1.16,RU,1691180865
437,khanty-mansiysk,61.0042,69.0019,20.06,100,97,1.0,RU,1691180661
438,ruidoso,33.3317,-105.673,32.76,24,40,4.12,US,1691180835
439,coahuayana de hidalgo,18.7,-103.6583,26.98,89,100,2.21,MX,1691180866
440,mantua,45.1667,10.7833,20.61,88,100,1.34,IT,1691180866
441,mount gambier,-37.8333,140.7667,8.99,76,100,2.93,AU,1691180749
442,kalmunai,7.4167,81.8167,27.37,80,100,1.83,LK,1691180866
443,pathein,16.7833,94.7333,25.78,87,100,3.19,MM,1691180867
444,santa marinella,42.0345,11.8536,19.95,91,100,6.18,IT,1691180867
445,hoeryong,42.4428,129.7508,21.48,100,100,0.79,KP,1691180867
446,severo-yeniseyskiy,60.3725,93.0408,4.89,87,6,1.91,RU,1691180867
447,kronoby,63.7286,23.0339,16.68,95,78,1.03,FI,1691180868
448,borodulikha,50.7184,80.9295,19.46,70,74,1.88,KZ,1691180868
449,zabid,14.1951,43.3152,33.14,46,94,5.8,YE,1691180868
450,ukiah,39.1502,-123.2078,34.69,33,0,2.06,US,1691180868
451,pemangkat,1.1667,108.9667,26.47,85,21,2.18,ID,1691180869
452,chateaubriant,47.7167,-1.3833,17.6,67,100,3.24,FR,1691180869
453,aginskoye,51.1,114.53,11.13,74,0,1.24,RU,1691180869
454,saku,36.2167,138.4833,22.65,78,34,1.36,JP,1691180869
455,berezovyy,51.6667,135.7,11.39,80,51,1.45,RU,1691180870
456,chambishi,-12.6325,28.0537,14.97,43,0,3.25,ZM,1691180870
457,saldanha,-33.0117,17.9442,8.03,89,19,3.19,ZA,1691180763
458,quezon,7.7303,125.0989,22.28,94,73,0.14,PH,1691180870
459,pikeville,37.4793,-82.5188,31.11,57,0,2.57,US,1691180870
460,darwin,-12.4611,130.8418,24.99,83,100,0.0,AU,1691180871
461,uusikaupunki,60.8004,21.4084,16.71,91,39,5.81,FI,1691180871
462,ingeniero guillermo n. juarez,-23.9,-61.85,34.26,20,0,3.34,AR,1691180871
463,sibut,5.718,19.0739,21.62,95,100,1.28,CF,1691180872
464,kharp,66.8014,65.8081,19.78,69,14,2.48,RU,1691180872
465,letterkenny,54.95,-7.7333,13.94,95,100,1.12,IE,1691180872
466,emerald,-23.5333,148.1667,11.3,76,1,4.84,AU,1691180872
467,praia da vitoria,38.7333,-27.0667,24.86,78,20,4.26,PT,1691180873
468,sisimiut,66.9395,-53.6735,6.42,84,98,2.69,GL,1691180873
469,khandwa,21.8333,76.3333,24.43,85,100,4.5,IN,1691180873
470,bolobo,-2.1667,16.2333,25.4,55,62,1.68,CD,1691180873
471,mossel bay,-34.1831,22.146,11.96,83,0,1.71,ZA,1691180873
472,kajaani,64.2273,27.7285,17.03,88,20,2.57,FI,1691180874
473,tingi,-11.3,35.0333,13.74,63,0,0.71,TZ,1691180874
474,kerikeri,-35.2268,173.9474,11.62,89,20,0.45,NZ,1691180874
475,meizhou,24.2977,116.1072,26.54,91,51,1.21,CN,1691180874
476,naze,28.3667,129.4833,26.51,94,100,12.59,JP,1691180824
477,kavaratti,10.5669,72.642,28.57,77,55,7.68,IN,1691180742
478,haicheng,40.8516,122.7475,24.53,97,100,2.07,CN,1691180875
479,novodvinsk,64.4165,40.8122,17.6,98,100,2.12,RU,1691180875
480,eyl,7.9803,49.8164,25.27,80,36,12.36,SO,1691180875
481,lompoc,34.6391,-120.4579,26.58,51,2,6.49,US,1691180757
482,pudozh,61.8099,36.5345,15.76,95,1,2.15,RU,1691180876
483,obo,5.3998,26.4869,20.3,99,100,1.19,CF,1691180876
484,adani,6.7397,7.0112,23.53,95,52,2.01,NG,1691180876
485,nar'yan-mar,67.6713,53.087,21.28,69,70,3.39,RU,1691180877
486,ketchikan,55.3422,-131.6461,23.26,53,0,1.54,US,1691180877
487,chinde,26.8418,88.0763,18.57,89,100,1.63,NP,1691180735
488,tofol,5.3248,163.0078,28.28,77,80,4.36,FM,1691180878
489,cosne-cours-sur-loire,47.3333,3.1667,13.55,89,18,2.67,FR,1691180878
490,tegueste,28.5167,-16.3167,22.03,91,75,10.8,ES,1691180879
491,changuinola,9.4333,-82.5167,27.26,71,9,1.79,PA,1691180688
492,jwaneng,-24.6004,24.7303,9.15,45,0,3.86,BW,1691180879
493,poso,-1.3959,120.7524,24.92,82,1,2.71,ID,1691180879
494,khandyga,62.6667,135.6,12.77,77,35,0.55,RU,1691180879
495,broome,42.2506,-75.833,25.5,79,100,2.68,US,1691180880
496,bandon,51.7469,-8.7425,12.77,93,100,7.42,IE,1691180880
497,yuli,9.6989,10.2744,27.18,65,92,2.19,NG,1691180880
498,murun-kuren,49.6342,100.1625,13.32,81,10,0.86,MN,1691180880
499,palmer,42.1584,-72.3287,25.35,68,57,2.24,US,1691180881
500,kuragino,53.8975,92.6725,16.35,92,100,0.42,RU,1691180881
501,hammerfest,70.6634,23.6821,13.25,94,75,3.09,NO,1691180881
502,puntarenas,9.9763,-84.8384,30.74,67,39,4.23,CR,1691180881
503,west sedona,34.8672,-111.8054,36.88,16,0,2.57,US,1691180881
504,reggane,26.7158,0.1714,42.4,7,0,2.74,DZ,1691180882
505,visakhapatnam,17.69,83.2093,29.13,70,100,4.0,IN,1691180649
506,ventspils,57.3894,21.5606,17.96,94,20,4.63,LV,1691180761
507,valparaiso,-33.0393,-71.6273,16.11,80,100,5.66,CL,1691180847
508,pennsville,39.6535,-75.5166,26.25,77,100,3.6,US,1691180883
509,lovington,32.944,-103.3485,39.62,23,1,2.68,US,1691180883
510,melekeok village,7.4957,134.6367,25.31,94,100,0.0,PW,1691180883
511,val-d'or,48.1002,-77.7828,19.05,59,40,6.17,CA,1691180883
512,khartoum,15.5518,32.5324,33.82,39,10,4.62,SD,1691180883
513,illizi,26.4833,8.4667,38.89,12,6,5.31,DZ,1691180884
514,agat village,13.3886,144.6585,27.52,96,20,2.06,GU,1691180884
515,duku,11.2361,4.9073,26.77,75,91,3.16,NG,1691180884
516,turtas,58.9417,69.1325,17.63,95,99,2.02,RU,1691180884
517,corzuela,-26.9537,-60.9693,31.08,32,0,2.57,AR,1691180737
518,nadi,-17.8,177.4167,20.0,88,100,3.09,FJ,1691180885
519,laojunmiao,39.8333,97.7333,20.12,40,100,7.02,CN,1691180885
520,natal,-5.795,-35.2094,27.12,74,20,8.75,BR,1691180597
521,wafangdian,39.6183,122.0081,25.04,88,100,0.85,CN,1691180885
522,roma,43.2128,-75.4557,26.57,79,75,3.09,US,1691180643
523,tazacorte,28.629,-17.9293,23.54,90,20,6.69,ES,1691180886
524,humaita,-7.5061,-63.0208,32.14,42,100,1.62,BR,1691180886
525,mukalla,14.5425,49.1242,30.84,63,100,3.11,YE,1691180886
526,elverum,60.8819,11.5623,14.5,71,100,1.18,NO,1691180886
527,greymouth,-42.4667,171.2,5.45,90,100,2.67,NZ,1691180760
528,malango,-2.9627,119.9001,20.42,97,92,0.64,ID,1691180887
529,choibalsan,48.0667,114.5,12.99,82,100,0.58,MN,1691180887
530,pitimbu,-7.4706,-34.8086,26.33,70,12,5.08,BR,1691180887
531,yekaterinoslavka,50.3734,129.1139,13.04,78,100,1.09,RU,1691180888
532,itupiranga,-5.1347,-49.3267,36.18,30,20,0.49,BR,1691180888
533,puerto lempira,15.2667,-83.7667,31.08,66,40,3.09,HN,1691180888
534,tiznit,29.5833,-9.5,20.25,67,12,2.54,MA,1691180888
535,port shepstone,-30.7414,30.455,18.4,53,100,3.02,ZA,1691180890
536,quintana de la serena,38.7459,-5.6723,26.02,15,0,2.7,ES,1691180890
537,sretensk,52.2453,117.7093,11.31,63,99,0.92,RU,1691180890
538,crieff,56.3727,-3.8389,14.85,75,100,1.02,GB,1691180890
539,sharm el-sheikh,27.8518,34.305,35.08,21,0,3.09,EG,1691180891
540,bengkulu,-3.8004,102.2655,24.44,92,22,2.92,ID,1691180615
541,mawlamyinegyunn,16.3833,95.2667,25.68,90,97,3.14,MM,1691180891
542,oltinko'l,40.8011,72.1634,29.11,19,24,2.21,UZ,1691180891
543,broken hill,-31.95,141.4333,8.33,85,99,7.28,AU,1691180891
544,carupano,10.6678,-63.2585,29.92,68,18,5.26,VE,1691180892
545,yaren,-0.5472,166.916,28.68,73,84,3.07,NR,1691180892
546,lo prado,-33.4443,-70.7255,29.5,28,0,5.66,CL,1691180892
547,tayu,-6.5397,111.0518,23.46,74,45,3.8,ID,1691180892
548,ceeldheer,3.8488,47.1806,24.92,84,62,8.77,SO,1691180893
549,kijang,35.2442,129.2139,25.85,83,3,1.67,KR,1691180893
550,paithan,19.4833,75.3833,24.49,78,87,6.1,IN,1691180893
551,placido de castro,-10.3353,-67.1856,37.97,19,13,0.84,BR,1691180893
552,igarka,67.4667,86.5833,14.06,70,29,1.44,RU,1691180662
553,kitui,-1.367,38.0106,17.66,62,100,3.65,KE,1691180894
554,mondim de basto,41.4135,-7.9548,24.66,35,9,2.2,PT,1691180894
555,whangarei,-35.7317,174.3239,12.41,79,86,3.53,NZ,1691180894
556,rovaniemi,66.5,25.7167,16.67,94,100,2.06,FI,1691180894
557,griffith,41.5284,-87.4237,31.81,57,0,7.72,US,1691180685
558,saint-francois,46.4154,3.9054,16.69,72,0,4.63,FR,1691180733
559,aswan,24.0934,32.907,37.61,15,0,2.57,EG,1691180895
